태마,곡명,가사
여름,2007 BananaGirl Megamix,"처음엔 모두 다 부끄럽다 말해
그렇게 말해
왜 자꾸 다가 오는 거냐며 피해
처음엔 그래
하지만 이제 부비부비
너두 나두 모두 부비부비
아무 생각 없이 부비부비
부비부비 부비부비
즐겁게 춤을 춰

한번만 하면 다 너무 좋다 말해
모두다 그래
몇 번을 다시 춤춰도 좋다 그래
누구나 그래
그래서 이제 부비부비
너두 나두 모두 부비부비
아무 생각 없이 부비부비
부비부비 부비부비

매일 거울을 보고 날 안아줘
안아줘
내가 가진 모든 게 다 좋은 걸
좋은 걸
남들이 뭐라 말을 해도
내게 뭐라 말을 해도
아무것도 아닐 수 있어
난 내가 좋으니까
S S S S line이 없스 없스 없스
난 없어도 있스 있스 있스
자신만 있으면 괜찮아 나는
그걸로 충분해
엉덩이 흔들어봐
엉덩이 흔들어봐
엉덩이 흔들어봐
엉덩이 흔들어봐
때론 멋진 몸매가 부럽지
부럽지
인형 같은 얼굴도 또 원하지
원하지
하지만 그건 잠깐 일뿐
잠깐 스쳐가는 것뿐
아무것도 아닐 수 있어
난 내가 좋으니까
S S S S line이 없스 없스 없스
난 없어도 있스 있스 있스
자신만 있으면 괜찮아 나는
그걸로 충분해
엉덩이를 흔들어봐
엉덩이 흔들어봐
엉덩이 흔들어봐
엉덩이 흔들어봐

엉덩이 흔들어봐
왼쪽을 좀 들어봐
이리 가까이 와바
널 상상할수 있게
엉덩이를 흔들어봐

남자란 능력이라지만
그건 아닌걸
뭐니해도 미끈한 외모
입 열지마 머리도 쓰지마
그저 몸으로 감동시켜봐
엉덩이를 흔들어봐
왼쪽을 좀 들어바
이리 가까이 와바
널 상상할 수 있게
엉덩이를 흔들어봐

그것봐 잘 하고 있잖아
헬스에 바친
몸과 시간 아깝지 않게
자 이제 내 옆에 앉아봐
정말 귀여워 그래 그거야
엉덩이를 흔들어봐
왼쪽을 좀 들어봐
이리 가까이 와바
널 상상할수 있게
엉덩이를 흔들어봐
왼쪽을 좀 들어봐
이리 가까이 와바
널 상상할수 있게
엉덩이를 흔들어봐

많은 여자들 멋있는 남자를
고르는 기준이
왜 그리 복잡한건지
하나면 되잖아 모두다 알잖아
그것만 되면 줄 수 있잖아
내 차를 가져가 모두다 가져가
내 전불 가질 자격이
넌 있으니까
기쁘게 해줬어 만족시켜줬어
그걸로 충분해
뭐를 더 바라겠어
나나나나나나나나나나나나나
나나나나나나나나나나나나나
나나나나나나나나나나나나나
나나나나나나나나나나나나나
돈이 많다고 차가 좋다고
혼자도 가질 수 있는 걸
왜 관심가져
멋진 남자만이 해줄 수 있는 일
그것만 되면 줄 수 있잖아
내 차를 가져가 모두다 가져가
내 전불 가질 자격이
넌 있으니까
기쁘게 해줬어 만족시켜줬어
그걸로 충분해 뭐를 더 바라겠어
내 차를 가져가 모두다 가져가
내 차를 가져가 모두다 가져가
내 차를 가져가

맛있어 못 참겠어
달콤 쌉싸름해서 좋아서
자꾸만 입이 가서
나 참을 수 없어
정말 좋아 이럴 땐
쵸콜렛 쵸콜렛 줘 맛있는 쵸콜렛
까맣고 달콤해 완전 좋아
쵸콜렛 쵸콜렛 줘 맛있는 쵸콜렛
까맣고 달콤해 완전 좋아
쵸콜렛 쵸콜렛 줘

쵸콜렛 쵸콜렛 줘
쵸콜렛 쵸콜렛 줘
쵸콜렛 쵸콜렛 줘
쵸콜렛 쵸콜렛 줘
어쩐지 기분 좋아
혀 위에서 녹아 아 달콤해
정말로 맘에 들어
한 번 맛을 보면 또 입이가
이럴 땐
쵸콜렛 쵸콜렛 줘 맛있는 쵸콜렛
까맣고 달콤해 완전 좋아
쵸콜렛 쵸콜렛 줘 맛있는 쵸콜렛
까맣고 달콤해 완전 좋아
쵸콜렛 쵸콜렛 줘"
여름,맥주와 땅콩,"맥주처럼 새하얀 커품의 파도 
모아논 어느 작은 섬 우리는 돛을 내려 
투명한 아침 햇살은 삼페인처럼 터지고 
더 이상 행복할수는 없을 것 같아 지금 우리 
밤이면 후 라디오에선 
먼 메아리처럼 사랑의 노래 
너의 입속에 내 가슴에도 부푼 그 말은 
사랑해 너를 언제까지나
oh Happy summer summer 
너의 눈속에 쏟아진 별처럼 영원의 시간까지 
너의 작은 어깨 기대면 텐트 속 어둠은
바다가 되지 나의 summer summer 
하늘마저도 질투가 날만큼 너만을 사랑해 
천국은 가까이 사랑하는 내 안에 있어 
투명한 유리잔에 퍼 울리면 황금빛 와인이 되는 
가슴에 담으면 모든것이 행복이 되는 천국처럼
common babe love me babe 
사랑해 사랑해 나는 너를 사랑해 
무박 이일, 둘 만의 기차여행에
어느새 들뜬 우리는 새처럼 자유롭지 
가벼운 농담만으로 유리알처럼 뒹구는
해맑은 웃음 소리에 행복이 벌써 가득한걸 
밤이면 후 라디오에선 
먼 메이라처럼 사랑의 노래 
너의 입속에 내 가슴에도 부푼 그 말은 
사랑해 너를 언제까지나 
oh happy summer summer 
너의 눈속에 쏟아진 별처럼 영원의 시간까지 
너의 작은 어깨 기대면 텐트 속 어둠은 
바다가 되지 나의 summer summer 
하늘마저도 질투가 날만큼 너만을 사랑해 
천국은 가까이 사랑하는 내안에 있어 "
여름,챔피언,"모두의 축제
서로 편가르지 않는것이 숙제
소리 못질르는 사람 오늘 술래
다같이 빙글 빙글 강강 수월래
강강수월래
함성이 터져 메아리 커져
파도 타고 모두에게 퍼져 커져
아름다운 젊음이
둥글게 둥글게 돌고 도는 물레
방아 인생 사나인데
가슴쫙펴고 화끈하게
손뼉을 치면서 노래를 하면서
이것보소 남녀노소
좌우로 흔들어
챔피언 소리지르는 니가
챔피언 음악에 미치는 니가
챔피언 인생 즐기는 니가
챔피언 니가 챔피언 니가
챔피언 소리지르는 니가
챔피언 음악에 미치는 니가
챔피언 인생 즐기는 니가
챔피언

전경과 학생
서로 대립했었지만 나인같애
고로 열광하고 싶은 마음 같애
오늘부로 힘을 모아 합세
하나로 합체
모두 힘을 길러
젊음을 질러
자유로운 외침이
저기 높은 하늘을 찔러
소리를 질러
둥글게 둥글게 돌고 도는 물레
방아 인생 사나인데
똑같이 모두 어깨동무
손뼉을 치면서 노래를 하면서
파벌없이 성별없이
앞뒤로 흔들어
챔피언 소리지르는 니가
챔피언 음악에 미치는 니가
챔피언 인생 즐기는 니가
챔피언 니가 챔피언 니가
챔피언 소리지르는 니가
챔피언 음악에 미치는 니가
챔피언 인생 즐기는 니가
챔피언

질러볼까 더 크게
뛰어올라 더 높게
내일 걱정은 내일모레

방아 인생 한방인데
바람따라 구름따라
손뼉을 치면서 노래를 하면서
주먹을 쫙피고 하늘로
아래위로 흔들어
챔피언 소리지르는 니가
챔피언 음악에 미치는 니가
챔피언
인생 즐기는 니가
챔피언
니가 챔피언 니가
챔피언 소리지르는 니가
챔피언 음악에 미치는 니가
챔피언
인생 즐기는 니가
챔피언"
여름,야야야,"If you wanna be my love 
I wanna be your star 
하루에도 몇번씩 니가 보고싶어 
사랑한다고 하나뿐이라고 
예쁘게 안아준다면 야야야 
모든 것이 달라 질거야 야야야 
넌 항상 나에게 말했었지 친구일 
뿐이라고 
하지만 언제부턴가 넌 조금씩 내게 
달라지는걸 느껴 
너의 손길에 들어 있는 또 다른 
느낌들을 
네가 알고 싶은 나의 모든것들을 
다 네게 보여줄께 
If you wanna be my love 
I wanna be your star 
하루에도 몇번씩 니가 보고 싶어 
아무도 몰래 내게 다가올래 
어색하지 않게 말야 야야야 
If you wanna be my love
I wanna be your star 
모른척 새침 떼는 나를 이해해줘 
사랑한다고 하나뿐이라고 
예쁘게 안아준다면 야야야 
모든 것이 달라 질거야 야야야 
혹시 넌 알고 있는건지 나의 
두근거림을 
이 세상 하나뿐인 너만을 사랑할께 
이 세상 끝날까지 
If you wanna be my love
I wanna be your star 
하루에도 몇번씩 니가 보고 싶어 
아무도 몰래 내게 다가올래 
어색하지 않게 말야 야야야 
If you wanna be my love
I wanna be your star 
모른척 새침 떼는 나를 이해해줘 
사랑한다고 하나뿐이라고 
예쁘게 안아준다면 야야야 
너와함께 나 부드럽게 웃는 
법을 배웠고 
너와함께 나 다정히 속삭이는 
법도 알아 
너와함께 나 포근히 감싸 안는 
법도 알고 
너를 위해서 모든것을 바꿔 
옛날의 나를 잊겠어 좀 더 
좋은여자 되겠어 
너와 함께하는 어디든 
내겐 가장 편한 곳이 됐어 
If you wanna be my love
I wanna be your star 
모른척 새침 떼는 나를 이해해줘 
사랑한다고 하나뿐이라고 
예쁘게 안아준다면 야야야 
모든 것이 달라 질거야 야야야 "
여름,매직 카펫 라이드,"이렇게 멋진 파란 하늘 위로 
날으는 마법 융단을 타고 
이렇게 멋진 푸른 세상 속을 
날으는 우리 두 사람 
신경 쓰지 마요
그렇고 그런 얘기들
골치 아픈일은
내일로 미뤄버려요
인생은 한번 뿐 후회하지 마요
진짜로 가지고 싶은 걸 가져요
이렇게 멋진 파란 하늘 위에
지어진 마법 정원으로 와요
색색의 보석 꽃과 노루 비단
달콤한 우리 두 사람
웬일인지 인생이 재미 없다면
지난 일은 모두 다 잊어버려요
기회는 한번 뿐 실수하지 마요
진짜로 해내고 싶은 걸 찾아요
용감하게 씩씩하게
오늘의 당신을 버려봐요
이렇게 멋진 파란 하늘 위로
나르는 마법융단을 타고
이렇게 멋진 장미빛 인생을
당신과 나와 우리 둘이 함께
인생은 한번 뿐 후회하지 마요
진짜로 가지고 싶은 걸 가져요
용감하게 씩씩하게
오늘의 당신을 버려봐요
이렇게 멋진 파란 하늘 위로
날으는 마법 융단을 타고
이렇게 멋진 초록 바다속을
달리는 빨간 자동차를 타고
이렇게 멋진 푸른 세상 속을
날으는 마법 융단을 타고
이렇게 멋진 장미빛 인생을
당신과 나와 우리 둘이 함께"
여름,"쿨하게! (Club Mix, Rap Tutleman & Z.E/Remix JM Music)","그렇게 살지 말라고 내게 말하지 
그냥 내 뜻대로 살순없는거지 
눈치만 보며 그렇게 사느니 
차라리 죽고말지 그렇게 못살지 

그래 나 원래 그렇고 그런 너 
너와는 달라 폼나게 살고플뿐 

Cool하게 가슴은 뜨겁게 
어차피 한번 왔다 가는세상 Cool하게 
사는게 모두 똑같다면 
그냥 미련없이 버리고 떠날래 

그렇게 굽실대면서 살지는 않겠어 난 
한번 아니라면 그건 아닌거지 
없어도 있는척 몰라도 아는척 
시커먼 세상 거짓말뿐인 사람들 

차라리 내가 솔직한 거잖아 
그 누가 뭐래도 멋대로 살잖아 

Cool하게 가슴은 뜨겁게 
어차피 내멋대로 사는 세상 Cool하게 

사는게 모두 똑같다면 
그냥 미련없이 버리고 떠날래 

Cool하게 가슴은 뜨겁게 
어차피 한번 왔다 가는 세상 Cool하게 
사는게 모두 똑같다면 
그냥 미련없이 버리고 떠날래 
Cool하게 

Cool하게 가슴은 뜨겁게 
어차피 한번 왔다 가는 세상 Cool하게 
사는게 모두 똑같다면 
그냥 미련없이 버리고 떠날래 

Cool하게 가슴은 뜨겁게 
어차피 한번 왔다 가는 세상 Cool하게 
사는게 모두 똑같다면 
그냥 미련없이 버리고 떠날래 "
여름,그대만…,"ROUND ROUND KEEP A ROUND
너를 떠나 많이 후회한 나
다른 누군가의 품 안에 안겨
사랑얘기 속삭이며 너는 웃어
ROUND ROUND KEEP A ROUND
ROUND ROUND KEEP A ROUND
ROUND ROUND KEEP A ROUND
ROUND ROUND ROUND ROUND

단 한번도 생각 조차
한 적 없었어
그대도 날 떠날 수 있단 사실을
사랑했어
그댈 잡고 싶은 맘뿐이지만
그럴 용기조차
내겐 남아있지 않나봐
그대만 사랑하고
그대만 기억하고
그대만 추억하고
그대만 기다리는
바보 같은 내가 그댈 더
힘들게 했던 거라면
사랑해 예전처럼
다시 또 돌아갈 수
없는 인연이였다면
떠나갈 수 있게
그댈 잊어줘야해
사랑을 말하는 순간
난 너에게 빠졌어
사랑을 느끼는 순간
난 너에게 미쳤어
아무것도 아무런 말도
너 밖엔 몰랐어
세상엔 너와 나만이
주인공이였어

다 잊었니
함께 했던 우리 약속을
행복했던 그 많은 우리 추억을
사랑했어
그댈 잡고 싶은 맘뿐이지만
그럴 용기조차
내겐 남아있지 않나봐
그대만 사랑하고
그대만 기억하고
그대만 추억하고
그대만 기다리는
바보 같은 내가 그댈 더
힘들게 했던 거라면
사랑해 예전처럼
다시 또 돌아갈 수
없는 인연이였다면
떠나갈 수 있게
그댈 잊어줘야해
I WANNA LOVE ME LOVE ME TONIGHT
오늘 이 밤이 가기전에
I WANNA LOVE ME LOVE ME BABY
YOU GOT A MAKE ME CRAZY ALRIGHT"
여름,Dash,"벌써 며칠째야 애만 태우는게
날 사랑한단 한 마디
말조차 하지 못한 채
용기가 없는 넌
다가오지 못하고
언제까지나 그렇게 멀리서
바라볼 거야
이젠 내가 너보다
먼저 다가갈 거야
널 사랑한다 그 말을
내가 먼저하고 말거야
서로가 사랑인 걸 알고 있는데
왜 이러고만 있어야 하는지도
정말 답답해
이런 얘길 내가 먼저 한다면
언제나 남자들은
부담스러워 하지
너역시 그렇다면 어쩔수 없어
넌 사랑받을 자격도 없는거니까

이제와서 이런 얘길하기가
조금은 껄끄럽고
어색하긴 하지만
사랑은 그리 쉽게 얻을 수 없어
언제까지나 이럴 순없잖아
누가 먼저란 건
그리 중요하지 않아
짧은 생을 사랑
하나만으로 산다면
너를 사랑한 후
내가 달라진 건
외롭던 나의 시간이 채워 준
너의 생각들
불처럼 타오른 열정은 아니지만
깨지지 않는 사랑의 믿음이
생겨난 거야
이젠 내가 너보다
먼저 다가갈 거야
널 사랑한다
그 말을 내가 먼저 하고 말거야
서로가 사랑인 걸 알고 있는데
왜 이러고만 있어야 하는지도
정말 답답해
이런 얘길 내가 먼저한다면
언제나 남자들은
부담스러워 하지
너역시 그렇다면 어쩔 수 없어
넌 사랑받을 자격도 없는거니까
넌 사랑받을 자격도 없는거니까"
여름,무정(無情),"니가 원하면 뭐든지 했고 
니가 싫다면 하기 싫었어 
너의 여자로 태어난 걸 감사했어 
해보나 마나 사랑하나 마나 
언제부턴가 변해버린 너 
아닌 척해도 느낄수가 있어 
너의 몸에서 배어나는 
여자의 향기 
해보나 마나 마나 얘기하나 마나 
울라 울라레요 울라레요 
울라 울라레요 랄랄랄라 
울라 울라레요 울라레요 
울라 울라레요 랄랄랄라 
사랑이 나를 눈뜨게 했고 
이별이 나를 변하게 했어 
무정한 니가 내 인생을 망쳐놨어 
해보나 마나 사랑하나 마나 
무너져 버린 여자의 사랑 
조금은 내게 책임은 있어 
한평생 너를 기억하며 살아갈게 
해보나 마나 마나 기억하나 마나 
울라 울라레요 울라레요 
울라 울라레요 랄랄랄라 
울라 울라레요 울라레요 
울라 울라레요 랄랄랄라 
제발 돌아오길 바랬어 
매일 기다렸었어 
내게 가르쳐준 사랑이 
너무 깊어 잊을 수 없어 
울라 울라레요 울라레요 
울라 울라레요 랄랄랄라 
울라 울라레요 울라레요 
울라 울라레요 랄랄랄라 "
이별,밤편지,"이 밤 그날의 반딧불을
당신의 창 가까이 보낼게요
음 사랑한다는 말이에요
나 우리의 첫 입맞춤을 떠올려
그럼 언제든 눈을 감고
음 가장 먼 곳으로 가요
난 파도가 머물던
모래 위에 적힌 글씨처럼
그대가 멀리 사라져 버릴 것 같아
늘 그리워 그리워
여기 내 마음속에
모든 말을 다 꺼내어 줄 순 없지만
사랑한다는 말이에요
어떻게 나에게
그대란 행운이 온 걸까
지금 우리 함께 있다면 아
얼마나 좋을까요
난 파도가 머물던
모래 위에 적힌 글씨처럼
그대가 멀리 사라져 버릴 것 같아
또 그리워 더 그리워
나의 일기장 안에
모든 말을 다 꺼내어 줄 순 없지만
사랑한다는 말
이 밤 그날의 반딧불을 당신의
창 가까이 띄울게요
음 좋은 꿈 이길 바라요"
이별,첫눈처럼 너에게 가겠다,"널 품기 전 알지 못했다
내 머문 세상 이토록 찬란한 것을
작은 숨결로 닿은 사람
겁 없이 나를 불러준 사랑
몹시도 좋았다
너를 지켜보고 설레고
우습게 질투도 했던
평범한 모든 순간들이
캄캄한 영원
그 오랜 기다림 속으로
햇살처럼 니가 내렸다
널 놓기 전 알지 못했다
내 머문 세상 이토록 쓸쓸한 것을
고운 꽃이 피고 진 이 곳
다시는 없을 너라는 계절
욕심이 생겼다
너와 함께 살고 늙어가
주름진 손을 맞잡고
내 삶은 따뜻했었다고
단 한번 축복
그 짧은 마주침이 지나
빗물처럼 너는 울었다
한번쯤은 행복하고 싶었던 바람
너까지 울게 만들었을까
모두 잊고 살아가라
내가 널 찾을 테니
니 숨결 다시 나를 부를 때
잊지 않겠다
너를 지켜보고 설레고
우습게 질투도 했던
니가 준 모든 순간들을
언젠가 만날
우리 가장 행복할 그날
첫눈처럼 내가 가겠다
너에게 내가 가겠다"
이별,광화문에서 (At Gwanghwamun),"넌 어땠는지 아직 여름이 남아
왠지 난 조금 지쳤던 하루
광화문 가로수 은행잎 물들 때
그제야 고갤 들었었나 봐
눈이 부시게 반짝이던 우리 둘은
이미 남이 되었잖아
네 품 안에서 세상이 내 것이었던
철없던 시절은 안녕
오늘 바보처럼 그 자리에 서 있는
거야
비가 내리면 흠뻑 젖으며
오지 않는 너를 기다려
나는 행복했어
그 손 잡고 걷던 기억에 또 뒤돌아
봐
네가 서 있을까 봐
난 모르겠어 세상 살아가는 게
늘 다른 누굴 찾는 일 인지
커피 향 가득한 이 길 찾아오며
그제야 조금 웃었던 나야
처음이었어 그토록 날 떨리게 한
사람은 너 뿐이잖아
누구보다 더 사랑스럽던 네가 왜
내게서 떠나갔는지
오늘 바보처럼 그 자리에 서 있는
거야
비가 내리면 흠뻑 젖으며
오지 않는 너를 기다려
나는 행복했어
그 손 잡고 걷던 기억에 또 뒤돌아
봐
네가 서 있을까 봐
그 자리에서 매일 알아가
조금씩 변해가는 내 모습은
먼 훗날엔 그저 웃어줘
난 행복해
오늘 여긴 그 때처럼 아름다우니
괜히 바보처럼 이 자리에 서 있는
거야
비가 내리면 흠뻑 젖으며
오지 않는 너를 기다려
나는 행복했어
광화문 이 길을 다시 한번 뒤돌아 봐
네가 서 있을까 봐"
